clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
4,5267,0,0,0,0,1,0,0,0,0,0,0,1,0.8607244106043431,-0.5996486950547008,1.1161065635609013,1.008280714000509,1.0416221827826762,0.9322278777764793
3,658,0,0,1,0,0,0,1,0,0,0,0,0,-1.0496380009077688,-0.17539257872346692,-1.0800869273911626,-1.265063896303434,-1.2491271105744683,-1.2641959369681386
6,665,0,0,1,0,0,0,0,0,1,0,0,0,-1.0496380009077688,0.5317009484952545,-1.0800869273911626,-1.2739441486874337,-1.2491271105744683,-1.2067730921382138
2,3800,0,0,0,0,1,0,0,0,0,1,0,0,0.25192759814443944,-0.8117767532203152,1.1161065635609013,0.48434582334452236,0.5315725354336243,0.40106656309967564
2,1337,0,0,1,0,0,0,0,1,0,0,0,0,-0.5877921431795659,-0.9531954586640615,-0.6408482292007498,-0.3770386579034564,-0.3990443649927155,-0.4889875317641558
3,666,0,0,0,1,0,0,0,1,0,0,0,0,-0.9866590203084683,0.3195728903296401,0.2376291671800757,-1.1585008676954365,-1.1596447163027044,-1.1206388248933274
2,4718,0,0,0,1,0,0,0,0,1,0,0,0,0.46185753347544073,-0.6703580477765739,0.2376291671800757,0.6797113757925172,0.6478996479869167,0.5733350975894497
2,18663,0,0,1,0,0,0,0,0,1,0,0,0,2.6031428738516538,-1.9431263967702705,-0.20160953101033707,2.2959173096804766,2.3570133785775975,1.9801947959226034
2,992,0,0,0,1,0,0,0,1,0,0,0,0,-0.7977220785105672,0.8145383593827421,-0.20160953101033707,-0.8565722866394443,-0.9001457729145904,-0.7904574671212602
4,621,0,0,1,0,0,0,0,1,0,0,0,0,-1.0496380009077688,-0.10468322600159377,-1.5193256255815755,-1.2561836439194336,-1.240178871147292,-1.2498402257606578
6,9366,0,0,0,1,0,0,0,0,1,0,0,0,0.7977454300050426,-1.4481609277171634,0.2376291671800757,1.0349214711525085,1.0774151404913817,0.8460936105315917
3,6471,0,0,0,1,0,0,0,0,1,0,0,0,0.5668225011409415,-0.5996486950547008,0.2376291671800757,0.7685138996325146,0.7373820422586798,0.6738250760418176
2,12851,0,0,0,1,0,0,1,0,0,0,0,0,1.5325002036635473,-0.3168112841672132,0.6768678653704885,1.4345328284324979,1.4890341541414933,1.4059663476233564
1,1235,0,0,1,0,0,0,0,1,0,0,0,0,-0.5458061561133656,-0.6703580477765739,-0.6408482292007498,-0.42143991982345513,-0.3543031678568339,-0.4602761093491935
3,5914,0,0,0,0,1,0,0,0,0,1,0,0,0.6298014817402419,-0.3168112841672132,0.2376291671800757,0.7951546567845142,0.8984503519478545,0.8030264769091479
1,4134,0,0,0,1,0,0,0,1,0,0,0,0,0.650794475273342,0.5317009484952545,0.6768678653704885,0.759633647248515,0.7105373239771513,0.8030264769091479
2,2159,0,1,0,0,0,0,0,0,0,0,0,1,0.0629906563465381,-0.8117767532203152,2.4338226581321396,0.26233951374452796,0.30786654975421573,0.18573089498745834
2,718,0,0,1,0,0,0,0,1,0,0,0,0,-0.923680039709168,-0.10468322600159377,-0.6408482292007498,-0.9897760723994405,-1.043317603749412,-1.020148846440959
1,1998,1,0,0,0,0,0,1,0,0,0,0,0,-0.20991825958376362,2.5115628247076724,-0.6408482292007498,-0.14615209591946166,-0.1753383793133069,0.12830805015753366
2,489,0,0,0,0,1,0,0,1,0,0,0,0,-1.0496380009077688,-2.720929276710865,1.555345261751314,-1.1940218772314357,-1.1149035191668228,-1.3933973378354694
7,956,0,0,1,0,0,0,0,0,1,0,0,0,-1.0496380009077688,0.7438290066608689,-0.20160953101033707,-1.2561836439194336,-1.3028165471375261,-1.2067730921382138
2,4273,0,0,1,0,0,0,0,0,0,0,1,0,0.650794475273342,0.46099159577338134,-1.0800869273911626,0.7685138996325146,0.8089679576760906,0.8460936105315917
5,1982,0,0,1,0,0,0,0,0,1,0,0,0,-0.5458061561133656,-0.3168112841672132,-0.6408482292007498,-0.4480806769754539,-0.40799260441989166,-0.4602761093491935
4,891,0,0,0,0,1,0,0,0,0,0,0,1,-0.7557360914443669,1.0266664175483615,-0.20160953101033707,-0.7766500151834457,-0.8196116180700035,-0.6899674886688922
3,1847,0,0,0,1,0,0,0,1,0,0,0,0,-0.48282717551406534,-1.0239048113859346,0.2376291671800757,-0.2615953769114586,-0.30061373129377544,-0.3884975533117879
2,5546,0,1,0,0,0,1,0,0,0,0,0,0,0.4198715464092404,-0.8824861059421883,1.1161065635609013,0.5642680948005202,0.6121066902782113,0.4728451191370818
6,662,0,0,1,0,0,0,0,0,0,0,0,1,-0.8397080655767674,0.5317009484952545,-1.958564323771988,-0.883213043791443,-0.8464563363515327,-0.8048131783287417
4,1103,0,0,1,0,0,0,0,1,0,0,0,0,-0.7977220785105672,0.3902822430515082,-1.0800869273911626,-0.8388117818714443,-0.8643528152058858,-0.8048131783287417
2,2789,0,0,1,0,0,0,1,0,0,0,0,0,-0.20991825958376362,-0.10468322600159377,-0.6408482292007498,-0.012948310159465501,0.012574648657396293,-0.015249061917278083
6,1017,0,0,0,0,1,0,1,0,0,0,0,0,-0.8397080655767674,0.46099159577338134,0.2376291671800757,-0.9187340533274422,-0.873301054633062,-0.8478803119511849
1,2565,0,0,1,0,0,0,0,0,0,1,0,0,0.0629906563465381,0.3902822430515082,-1.5193256255815755,0.27121976612852755,0.2989183103270395,0.32928800706227007
3,1294,0,0,0,1,0,0,0,1,0,0,0,0,-0.6717641173119665,-2.1552544549358847,0.2376291671800757,-0.45696092935945426,-0.5064232381188317,-0.7043231998763737
3,723,0,0,1,0,0,0,1,0,0,0,0,0,-0.9866590203084683,-0.8824861059421883,-0.6408482292007498,-1.114099605775437,-1.0970070403124705,-1.1780616697232515
3,6328,0,0,0,1,0,0,0,1,0,0,0,0,0.4198715464092404,0.3195728903296401,0.6768678653704885,0.5642680948005202,0.4957795777249189,0.5733350975894497
1,2307,0,0,0,0,1,0,1,0,0,0,0,0,-0.20991825958376362,1.0266664175483615,1.555345261751314,-0.10175083399946294,-0.13059718217742533,-0.0008933507097965915
0,3678,0,0,0,0,1,0,0,1,0,0,0,0,0.6298014817402419,-1.3774515749952954,1.555345261751314,0.8129151615525142,0.8626573942391491,0.6451136536268559
4,9278,0,1,0,0,0,0,0,0,0,0,1,0,1.469521223064247,-0.38752063688908134,1.9945839599417268,1.3546105569765,1.4174482387240825,1.31983208037847
2,6559,0,0,0,0,1,0,0,0,0,0,1,0,0.9866823718029439,-0.741067400498442,1.555345261751314,1.0970832378405064,1.0505704222098524,0.960939300191441
4,1679,0,0,1,0,0,0,0,1,0,0,0,0,-0.6297781302457661,0.1781541848858938,-1.0361630575721208,-0.6079252198874504,-0.5601126746818894,-0.5464103765940805
1,9624,0,0,1,0,0,0,0,0,0,1,0,0,1.5534931971966475,-0.5996486950547008,-0.6408482292007498,1.523335352272496,1.5158788724230219,1.4203220588308385
4,10070,0,0,1,0,0,0,0,0,1,0,0,0,1.133633326534645,0.6731196539390008,-0.20160953101033707,1.2125265188325034,1.1668975347631447,1.2767649467560263
2,463,0,0,1,0,0,0,0,0,0,0,1,0,-0.9866590203084683,-0.5289393423328276,-0.20160953101033707,-1.1407403629274366,-1.132799998021176,-1.1780616697232515
3,5449,0,1,0,0,0,0,0,0,0,0,1,0,1.1966123071339454,1.6630505920452048,0.2376291671800757,1.0526819759205077,1.0416221827826762,1.2767649467560263
6,791,0,0,1,0,0,0,1,0,0,0,0,0,-1.0286450073746687,-0.10468322600159377,-1.0800869273911626,-1.2117823819994349,-1.1954376740114099,-1.2067730921382138
3,6856,0,0,1,0,0,1,0,0,0,0,0,0,0.5458295076078413,0.5317009484952545,-1.5193256255815755,0.7063521329445167,0.7731749999673853,0.8030264769091479
4,583,0,0,1,0,0,0,0,0,1,0,0,0,-1.0286450073746687,0.10744483216402065,-1.0800869273911626,-1.2206626343834344,-1.2222823922929391,-1.2067730921382138
7,9972,0,0,0,0,1,0,0,1,0,0,0,0,0.44086453994234054,1.238794475713976,0.6768678653704885,0.49322607572852195,0.6031584508510351,0.7025364984567806
1,12338,0,0,1,0,0,0,0,0,0,0,1,0,2.540163893252353,0.24886353760776694,-0.20160953101033707,2.073911000080482,2.0527732380536023,2.095040485582453
3,583,0,0,0,0,1,0,0,1,0,0,0,0,-1.0286450073746687,0.8852477121046152,-0.20160953101033707,-1.3005849058394332,-1.2580753500016444,-1.192417380930733
5,612,0,0,0,1,0,0,0,0,0,1,0,0,-1.0286450073746687,0.03673547944214751,0.6768678653704885,-1.2561836439194336,-1.2312306317201152,-1.2354845145531763
1,2870,0,0,1,0,0,0,1,0,0,0,0,0,0.0629906563465381,0.3195728903296401,-0.20160953101033707,0.23569875659252842,0.28102183147268645,0.30057658464730774
3,3201,0,0,1,0,0,0,1,0,0,0,0,0,-0.14693927898446318,0.46099159577338134,-0.20160953101033707,0.013692446992534047,0.0483676063661017,0.08524091653509044
1,1313,0,0,1,0,0,0,0,1,0,0,0,0,-0.5248131625802654,-0.45822998961095446,-0.6408482292007498,-0.4303201722074547,-0.36325140728401006,-0.43156468693423117
1,8311,0,0,0,1,0,1,0,0,0,0,0,0,1.490514216597347,-0.24610193144534007,-0.6408482292007498,1.4522933332004977,1.4174482387240825,1.3916106364158756
2,596,0,0,0,0,1,0,1,0,0,0,0,0,-0.9656660267753682,-1.9431263967702705,1.1161065635609013,-1.0430575867034395,-0.9985764066135305,-1.192417380930733
3,7637,0,0,1,0,0,0,0,1,0,0,0,0,0.5458295076078413,-0.45822998961095446,-0.42122888010554344,0.7418731424805158,0.7731749999673853,0.7025364984567806
2,1156,0,0,0,1,0,0,0,0,0,1,0,0,-0.6297781302457661,-1.9431263967702705,0.6768678653704885,-0.45696092935945426,-0.49747499869165557,-0.6756117774614114
7,2346,0,0,1,0,0,1,0,0,0,0,0,0,-0.9656660267753682,0.24886353760776694,-0.20160953101033707,-1.0785785962394387,-1.141748237448352,-1.0775716912708837
2,4316,0,0,1,0,0,0,0,0,0,0,1,0,0.44086453994234054,0.3195728903296401,-0.6408482292007498,0.5465075900325203,0.6121066902782113,0.6164022312118935
2,4932,0,0,0,0,1,0,0,0,0,1,0,0,0.46185753347544073,0.3195728903296401,0.2376291671800757,0.6086693567205189,0.6657961268412698,0.6738250760418176
3,3217,0,0,1,0,0,0,1,0,0,0,0,0,-0.18892526605066348,-1.0239048113859346,-0.6408482292007498,0.058093708912532765,0.09310880350198326,-0.04396048433224043
2,876,0,0,0,1,0,0,0,0,0,1,0,0,-0.8187150720436673,-0.8824861059421883,0.2376291671800757,-0.785530267567446,-0.8285598574971804,-0.8909474455736287
5,895,0,0,1,0,0,0,1,0,0,0,0,0,-1.0496380009077688,-1.1653235168296758,-0.20160953101033707,-1.2029021296154352,-1.1864894345842336,-1.2929073593831009
3,1753,0,0,1,0,0,1,0,0,0,0,0,0,-0.5038201690471652,0.6731196539390008,-0.20160953101033707,-0.4303201722074547,-0.40799260441989166,-0.34543041968934474
4,1697,0,0,0,0,1,0,1,0,0,0,0,0,-0.608785136712666,-0.9531954586640615,0.6768678653704885,-0.5102424436634526,-0.4795785198373025,-0.5894775102165244
4,1550,0,0,1,0,0,0,0,0,0,0,0,1,-0.5248131625802654,0.3902822430515082,-0.6408482292007498,-0.42143991982345513,-0.44378556212859704,-0.3884975533117879
2,16575,0,0,1,0,0,1,0,0,0,0,0,0,1.9103740872593495,-1.0239048113859346,1.1161065635609013,1.736461409488491,1.8201190129470175,1.6069463045280936
5,840,0,0,1,0,0,0,0,1,0,0,0,0,-1.0286450073746687,0.1781541848858938,-1.5193256255815755,-1.2384231391514344,-1.2222823922929391,-1.2067730921382138
1,4497,0,0,0,1,0,0,0,0,0,1,0,0,0.6298014817402419,-2.0138357494921437,-0.20160953101033707,0.9994004616165094,0.9700362673652654,0.7025364984567806
4,526,0,1,0,0,0,0,0,0,0,1,0,0,-1.0496380009077688,1.0973757702702296,-0.20160953101033707,-1.344986167759432,-1.3296612654190554,-1.2354845145531763
4,703,0,0,1,0,0,0,0,0,0,0,0,1,-0.7767290849774671,-0.033973873279720616,0.2376291671800757,-0.8299315294874448,-0.8017151392156512,-0.8048131783287417
6,1008,0,0,1,0,0,0,0,1,0,0,0,0,-1.0076520138415686,0.10744483216402065,-0.20160953101033707,-1.1940218772314357,-1.2312306317201152,-1.192417380930733
2,719,0,0,0,1,0,0,0,0,1,0,0,0,-0.8187150720436673,-0.033973873279720616,0.6768678653704885,-0.9098538009434426,-0.9001457729145904,-0.9053031567811095
4,9581,0,1,0,0,0,0,0,0,0,0,1,0,1.490514216597347,1.3095038284358491,-0.20160953101033707,1.2480475283685026,1.3190176050251425,1.4633891924532811
1,784,0,0,1,0,0,0,0,0,1,0,0,0,-0.6927571108450666,-0.3168112841672132,-0.6408482292007498,-0.6700869865754483,-0.6495950689536534,-0.6899674886688922
6,2475,0,1,0,0,0,0,0,0,0,1,0,0,-0.20991825958376362,-0.24610193144534007,2.873061356322552,-0.004068057775465126,-0.11270070332307223,-0.08702761795468363
4,2972,0,0,1,0,0,0,0,0,1,0,0,0,-0.20991825958376362,-0.033973873279720616,-0.6408482292007498,-0.08399032923146377,-0.023218309051309113,-0.05831619553972128
6,8702,0,0,0,1,0,0,0,0,1,0,0,0,0.5248365140747412,-1.5895796331609098,1.555345261751314,0.8484361710885133,0.8000197182489145,0.6020465200044121
1,6581,0,0,0,1,0,0,0,0,1,0,0,0,1.133633326534645,0.3195728903296401,-0.6408482292007498,1.1947660140645042,1.1311045770544392,1.2049863907186207
1,3989,0,0,0,0,1,1,0,0,0,0,0,0,0.20994161107823914,-1.5895796331609098,0.2376291671800757,0.48434582334452236,0.5315725354336243,0.30057658464730774
1,3595,0,0,1,0,0,0,0,0,1,0,0,0,0.5668225011409415,-0.6703580477765739,-0.20160953101033707,0.7862744044005147,0.7731749999673853,0.6881807872492984
3,895,0,0,1,0,0,1,0,0,0,0,0,0,-0.8397080655767674,0.7438290066608689,-0.20160953101033707,-0.9364945580954421,-0.9090940123417673,-0.8478803119511849
6,852,0,0,1,0,0,0,0,0,0,1,0,0,-0.9656660267753682,-0.24610193144534007,-0.6408482292007498,-1.114099605775437,-1.0970070403124705,-1.1206388248933274
3,723,0,0,0,1,0,0,1,0,0,0,0,0,-0.9866590203084683,-0.741067400498442,0.2376291671800757,-1.1229798581594375,-1.1149035191668228,-1.1780616697232515
2,4015,0,1,0,0,0,0,0,0,0,0,1,0,0.4198715464092404,1.0266664175483615,-0.6408482292007498,0.5109865804965211,0.5673654931423298,0.6738250760418176
5,8946,0,0,1,0,0,0,0,0,1,0,0,0,0.5248365140747412,-0.741067400498442,-1.0800869273911626,0.7685138996325146,0.8179161971032676,0.6881807872492984
4,595,0,0,1,0,0,0,0,1,0,0,0,0,-1.1546029685732695,0.03673547944214751,-0.6408482292007498,-1.478189953519428,-1.472833096253877,-1.465175893872875
4,1915,0,0,0,1,0,0,0,1,0,0,0,0,-0.48282717551406534,-0.3168112841672132,0.2376291671800757,-0.31487689121545775,-0.42588908327424474,-0.40285326451926945
1,666,0,0,0,1,0,1,0,0,0,0,0,0,-0.8397080655767674,-0.9531954586640615,0.6768678653704885,-0.8299315294874448,-0.8106633786428273,-0.9053031567811095
4,984,0,0,0,1,0,0,0,0,1,0,0,0,-0.7977220785105672,-0.5996486950547008,0.2376291671800757,-0.7944105199514456,-0.8285598574971804,-0.8622360231586663
5,4084,0,0,1,0,0,1,0,0,0,0,0,0,-0.3358762207823643,0.03673547944214751,-1.5193256255815755,-0.1727928530714612,-0.1574419004589546,-0.15880617399208918
4,2010,0,0,1,0,0,1,0,0,0,0,0,0,-0.5877921431795659,-0.5289393423328276,-0.6408482292007498,-0.47472143412745343,-0.4527338015557732,-0.5176989541791182
6,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1126169815070692,-2.225963807657758,1.555345261751314,-1.3005849058394332,-1.2849200682831738,-1.4795316050803564
6,11455,0,0,0,0,1,0,0,1,0,0,0,0,0.8607244106043431,-0.5289393423328276,0.2376291671800757,1.0260412187685082,1.0595186616370285,0.960939300191441
2,926,0,0,0,0,1,0,0,1,0,0,0,0,-0.7977220785105672,1.0973757702702296,-0.6408482292007498,-0.8388117818714443,-0.8822492940602381,-0.747390333498817
3,3937,0,0,0,1,0,0,0,0,0,1,0,0,0.27292059167753957,-1.0239048113859346,1.555345261751314,0.5820285995685194,0.4599866200162135,0.3867108518921948
2,5911,0,0,1,0,0,1,0,0,0,0,0,0,0.7557594429388423,0.1781541848858938,-0.6408482292007498,0.9105979377765112,0.8895021125206783,0.9178721665689972
3,942,0,0,1,0,0,1,0,0,0,0,0,0,-1.0286450073746687,0.6731196539390008,-1.0800869273911626,-1.2384231391514344,-1.2759718288559976,-1.192417380930733
2,11404,0,0,0,0,1,0,0,0,0,0,0,1,2.5191708997192532,0.10744483216402065,0.6768678653704885,1.9762282238564843,2.0259285197720738,2.0089062183375663
1,17182,0,0,1,0,0,0,0,0,1,0,0,0,2.5821498803185534,-0.45822998961095446,-0.20160953101033707,2.15383327153648,2.2138415477427777,2.095040485582453
2,5678,0,0,0,0,1,0,0,0,1,0,0,0,0.7557594429388423,-0.741067400498442,0.6768678653704885,0.892837433008512,1.014777464501147,0.8460936105315917
2,6139,0,0,1,0,0,0,0,0,0,0,0,1,1.2595912877332454,0.6731196539390008,-0.20160953101033707,1.239167275984503,1.2116387318990263,1.31983208037847
0,1808,1,0,0,0,0,0,0,0,0,1,0,0,0.3358995722768398,3.9964592318669934,1.9945839599417268,0.35114203758452545,0.2004876766280995,0.7743150544941861
7,871,0,0,1,0,0,0,0,0,1,0,0,0,-1.0286450073746687,-0.741067400498442,0.2376291671800757,-1.2117823819994349,-1.1864894345842336,-1.2498402257606578
2,615,0,0,0,0,1,0,1,0,0,0,0,0,-0.923680039709168,-1.3067422222734222,1.1161065635609013,-1.01641682955144,-0.9985764066135305,-1.1206388248933274
3,6911,0,0,0,0,1,0,0,1,0,0,0,0,0.46185753347544073,0.7438290066608689,-0.20160953101033707,0.5553878424165206,0.6031584508510351,0.6738250760418176
3,449,0,1,0,0,0,0,0,0,0,0,1,0,-1.0076520138415686,1.0266664175483615,-0.6408482292007498,-1.2561836439194336,-1.2133341528657628,-1.1349945361008082
2,2032,1,0,0,0,0,0,0,0,1,0,0,0,-0.14693927898446318,2.652981530151419,-0.6408482292007498,-0.048469319695464634,-0.10375246389589608,0.22879802860990217
2,14383,0,0,0,0,1,0,0,0,0,1,0,0,2.2252689902558522,0.6024103012171277,0.2376291671800757,1.8075034285604883,1.8648602100828997,1.9227719510926786
2,3752,0,0,0,0,1,0,0,0,1,0,0,0,0.20994161107823914,1.0973757702702296,-0.6408482292007498,0.3067407756645267,0.33471126803574497,0.4584894079296003
5,776,0,0,1,0,0,0,0,1,0,0,0,0,-1.0496380009077688,0.10744483216402065,-0.20160953101033707,-1.2739441486874337,-1.2670235894288207,-1.2498402257606578
2,12606,0,0,1,0,0,0,0,0,0,0,1,0,2.540163893252353,0.8145383593827421,-1.0800869273911626,2.073911000080482,2.0259285197720738,2.1668190416198585
1,505,0,0,1,0,0,0,0,0,1,0,0,0,-0.923680039709168,0.3902822430515082,-1.5193256255815755,-1.0341773343194391,-1.0075246460407066,-0.9770817128185157
6,2214,0,0,0,0,1,0,1,0,0,0,0,0,-0.440841188447865,-1.3774515749952954,-0.20160953101033707,-0.22607436737545952,-0.18428661874048305,-0.3597861308968256
1,855,0,0,0,1,0,0,1,0,0,0,0,0,-0.8397080655767674,0.8145383593827421,0.2376291671800757,-0.883213043791443,-0.9269904911961196,-0.8191688895362225
4,473,0,0,0,1,0,0,0,0,0,0,1,0,-1.0496380009077688,-1.0239048113859346,0.2376291671800757,-1.2561836439194336,-1.2491271105744683,-1.3359744930055448
2,792,0,0,0,0,1,0,0,1,0,0,0,0,-0.7767290849774671,0.8145383593827421,1.1161065635609013,-0.8565722866394443,-0.8375080969243566,-0.7617460447062985
6,1115,0,0,1,0,0,0,0,1,0,0,0,0,-0.8187150720436673,-0.38752063688908134,-0.6408482292007498,-0.8476920342554439,-0.8375080969243566,-0.8765917343661472
3,1672,0,0,1,0,0,1,0,0,0,0,0,0,-0.5458061561133656,-0.45822998961095446,-0.6408482292007498,-0.4480806769754539,-0.4169408438470686,-0.47463182055667497
2,5088,0,0,0,1,0,0,0,0,1,0,0,0,0.4198715464092404,-1.5188702804390366,1.1161065635609013,0.6708311234085176,0.6210549297053874,0.44413369672211944
1,1141,1,0,0,0,0,0,1,0,0,0,0,0,-0.6297781302457661,2.4408534719858044,-0.20160953101033707,-0.6878474913434482,-0.7390774632254165,-0.4602761093491935
4,1800,0,0,1,0,0,0,0,0,0,1,0,0,-0.48282717551406534,-0.5996486950547008,-0.6408482292007498,-0.3503979007514569,-0.33640668900248083,-0.40285326451926945
6,14853,0,1,0,0,0,0,1,0,0,0,0,0,1.2805842812663457,-1.3067422222734222,1.555345261751314,1.3102092950565012,1.462189435859964,1.1906306795111399
4,7021,0,0,0,0,1,0,0,0,1,0,0,0,0.44086453994234054,1.3095038284358491,-0.20160953101033707,0.5376273376485207,0.5584172537151536,0.7168922096642615
6,730,0,0,1,0,0,0,0,0,1,0,0,0,-1.0076520138415686,0.24886353760776694,-1.0800869273911626,-1.2295428867674347,-1.2133341528657628,-1.192417380930733
1,3473,1,0,0,0,0,1,0,0,0,0,0,0,0.20994161107823914,2.22872541382019,-0.20160953101033707,0.26233951374452796,0.21838415548245257,0.515912252759525
2,461,0,0,0,0,1,0,0,0,0,1,0,0,-1.0076520138415686,0.6024103012171277,-1.0800869273911626,-1.2117823819994349,-1.2133341528657628,-1.1493502473082893
2,641,0,0,1,0,0,0,0,1,0,0,0,0,-1.0496380009077688,0.8145383593827421,-0.20160953101033707,-1.3005849058394332,-1.3296612654190554,-1.2354845145531763
7,806,0,0,1,0,0,0,0,0,0,1,0,0,-0.9866590203084683,0.03673547944214751,-0.9922391877530788,-1.1496206153114361,-1.132799998021176,-1.1206388248933274
3,16291,0,1,0,0,0,0,0,0,0,0,1,0,2.5191708997192532,1.3095038284358491,1.1161065635609013,1.9673479714724849,2.0527732380536023,2.209886175242302
2,4138,0,0,0,0,1,0,1,0,0,0,0,0,0.2309346046113393,1.238794475713976,-0.20160953101033707,0.33338153281652627,0.2989183103270395,0.4728451191370818
3,5805,0,0,0,1,0,0,0,0,0,1,0,0,0.6298014817402419,-0.38752063688908134,0.2376291671800757,0.9017176853925116,0.8089679576760906,0.8030264769091479
7,1114,0,0,0,1,0,0,0,0,0,1,0,0,-0.9866590203084683,0.03673547944214751,1.1161065635609013,-1.1496206153114361,-1.1954376740114099,-1.1637059585157707
2,6246,0,1,0,0,0,0,0,0,0,0,1,0,1.595479184262848,1.5923412393233367,-0.20160953101033707,1.407892071280499,1.381655281015377,1.6213020157355744
4,4303,0,0,0,1,0,0,0,0,0,0,0,1,0.6088084882071417,-1.7309983386046561,-0.20160953101033707,0.9372386949285108,0.8984503519478545,0.6738250760418176
7,17729,0,0,1,0,0,0,0,0,1,0,0,0,1.7844161260607487,0.46099159577338134,-1.0800869273911626,1.6654193904164927,1.6053612666947858,1.69308057177298
3,13307,0,1,0,0,0,0,0,0,1,0,0,0,1.469521223064247,-0.24610193144534007,0.5890201257324047,1.407892071280499,1.462189435859964,1.3772549252083948
2,475,0,0,1,0,0,0,0,1,0,0,0,0,-1.0496380009077688,0.10744483216402065,-1.5193256255815755,-1.247303391535434,-1.2312306317201152,-1.2211288033456953
1,13370,1,0,0,0,0,0,0,0,0,1,0,0,2.7920798156495548,1.9458880029326973,0.2376291671800757,2.0916715048484815,2.03487675919925,2.3677989985245955
2,4129,0,0,0,1,0,0,0,0,0,0,1,0,0.44086453994234054,-1.3067422222734222,0.6768678653704885,0.644190366256518,0.6121066902782113,0.4584894079296003
0,1069,1,0,0,0,0,0,0,0,1,0,0,0,-0.20991825958376362,0.5317009484952545,0.6768678653704885,-0.07511007684746339,-0.22902781587636462,-0.08702761795468363
1,2230,0,0,0,0,1,0,1,0,0,0,0,0,-0.20991825958376362,-0.45822998961095446,1.9945839599417268,-0.048469319695464634,-0.01427006962413296,-0.08702761795468363
6,726,0,0,1,0,0,0,0,0,1,0,0,0,-1.0286450073746687,0.1781541848858938,-0.6408482292007498,-1.247303391535434,-1.240178871147292,-1.2211288033456953
1,10570,0,0,0,1,0,0,1,0,0,0,0,0,1.490514216597347,-0.8117767532203152,0.6768678653704885,1.5410958570404951,1.4979823935686696,1.3916106364158756
1,2070,0,0,0,1,0,0,0,0,1,0,0,0,-0.10495329191826287,-2.0845451022140167,1.1161065635609013,0.22681850420852884,0.13785000063786482,-0.07267190674720214
2,735,0,0,0,0,1,1,0,0,0,0,0,0,-0.7977220785105672,0.8852477121046152,0.6768678653704885,-0.8565722866394443,-0.8464563363515327,-0.7617460447062985
1,2624,0,0,1,0,0,0,0,1,0,0,0,0,-0.08396029838516272,-1.0239048113859346,1.1161065635609013,0.11137522321653186,0.13785000063786482,-0.0008933507097965915
1,523,0,0,1,0,0,0,0,0,1,0,0,0,-1.0286450073746687,-0.8824861059421883,-0.20160953101033707,-1.1851416248474353,-1.2312306317201152,-1.27855164817562
3,17760,0,0,1,0,0,0,0,0,1,0,0,0,2.5191708997192532,0.3902822430515082,-0.20160953101033707,2.0650307476964826,1.9990838014905443,2.080684774374972
3,3467,0,0,1,0,0,1,0,0,0,0,0,0,-0.14693927898446318,-0.24610193144534007,-0.6408482292007498,0.06697396129653235,0.039419366938925546,0.027818071705165755
2,2409,0,0,1,0,0,0,0,1,0,0,0,0,-0.20991825958376362,0.24886353760776694,-1.0800869273911626,-0.048469319695464634,-0.01427006962413296,-0.0008933507097965915
3,4830,0,0,0,1,0,0,0,0,0,1,0,0,0.5668225011409415,-2.0138357494921437,0.2376291671800757,0.8573164234725129,0.8179161971032676,0.5589793863819689
3,1619,0,0,1,0,0,0,0,1,0,0,0,0,-0.5038201690471652,-0.6703580477765739,-0.20160953101033707,-0.3415176483674573,-0.28271725243942314,-0.3741418421043071
1,422,0,0,0,0,1,0,0,0,0,1,0,0,-1.0496380009077688,1.1680851229921028,-1.0800869273911626,-1.3094651582234327,-1.3565059837005846,-1.2211288033456953
2,788,0,0,0,1,0,0,1,0,0,0,0,0,-0.9446730332422681,-0.38752063688908134,0.2376291671800757,-1.01641682955144,-1.0791105614581173,-1.0775716912708837
4,4805,0,1,0,0,0,0,0,0,1,0,0,0,0.4198715464092404,1.3802131811577223,1.1161065635609013,0.5731483471845198,0.5136760565792712,0.7168922096642615
3,12809,0,0,1,0,0,0,0,0,0,1,0,0,1.616472177795948,-0.17539257872346692,-1.5193256255815755,1.5410958570404951,1.5785165484132564,1.535167748490688
5,3741,0,1,0,0,0,0,0,0,0,0,1,0,0.20994161107823914,1.5216318866014635,2.4338226581321396,0.27121976612852755,0.2989183103270395,0.4728451191370818
6,665,0,0,1,0,0,0,0,0,1,0,0,0,-1.0496380009077688,0.03673547944214751,-0.20160953101033707,-1.2828244010714331,-1.2670235894288207,-1.2641959369681386
0,3734,1,0,0,0,0,0,0,1,0,0,0,0,1.490514216597347,4.279296642754476,0.6768678653704885,1.203646266448504,1.1311045770544392,1.7792148390178677
1,4676,0,0,0,1,0,0,0,1,0,0,0,0,0.44086453994234054,0.10744483216402065,0.2376291671800757,0.5820285995685194,0.5405207748608004,0.5733350975894497
2,4484,0,0,1,0,0,0,0,0,1,0,0,0,0.6298014817402419,0.5317009484952545,-0.20160953101033707,0.7773941520165151,0.755278521113033,0.8317378993241108
4,13097,0,0,0,1,0,0,0,0,0,0,1,0,1.9103740872593495,-0.741067400498442,1.1161065635609013,1.7808626714084896,1.7664295763839597,1.6500134381505374
